Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
12286,France,"This is a crisp, high-wire-walking wine, just so poised. Its youthful red fruits, laced with citrus, taste so fresh, with a strawberry bite. At this stage, it is intensely enjoyable as young Champagne, but it does need to age for several years.",Rosé Brut,94,67.0,Champagne,Champagne,,Roger Voss,@vossroger,Louis Roederer 2005 Rosé Brut  (Champagne),Champagne Blend,Louis Roederer
49607,France,"Plenty of dark Malbec tannins here, giving a tight, mineral wine with a core of dryness. Around the core are black plum and fig fruits, and an edge of the crispest black currants. Firmly extracted, with fine wood toast flavors.",Cuvée Particulière,91,22.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Lamartine 2007 Cuvée Particulière Malbec (Cahors),Malbec,Château Lamartine
29003,France,"Caramel flavor and ripe red fruits give this organic Malbec (60%) and Merlot (40%) blend some weight. Pink in color, it has ripe crushed strawberry flavors and light acidity at the end. Drink now.",,84,16.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château de la Vieille Tour 2014 Rosé (Bordeaux Rosé),Rosé,Château de la Vieille Tour
106514,France,"A 50-50 blend of Cabernet Sauvignon and Merlot, this smoky wine has a flavor of black currant juice and a lean, firmly tannic texture. It needs several years to mature.",,87,,Bordeaux,Médoc,,Roger Voss,@vossroger,Château la Roque de By 2010  Médoc,Bordeaux-style Red Blend,Château la Roque de By
97441,France,"Fine, elegant wine, packed with delicious strawberry flavors, sweetness and richness. At the core are firm tannins, but these are almost crowded out by the ripe fruit.",Les Feusselottes Premier Cru,91,,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Henri de Villamont 2008 Les Feusselottes Premier Cru  (Chambolle-Musigny),Pinot Noir,Henri de Villamont
48202,France,"Spicy, rich and concentrated, the important element of acidity working with the ripeness of the juicy black fruits. The wine has density, pushing tannins through to the ripe fruits. It shows a dry element that will take time to integrate.",Domaine du Clos Frantin Aux Malconsorts Premier Cru,93,,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Albert Bichot 2008 Domaine du Clos Frantin Aux Malconsorts Premier Cru  (Vosne-Romanée),Pinot Noir,Albert Bichot
66942,France,The wine is concentrated with tannins that come from both the firm fruit and the wood aging. It is packed with blackberry flavors that come through the structure strongly. The velvet texture (that is just a hint at the moment) is going to bring out the richness of this wine produced with consultation from Michel Rolland. Drink from 2024.,,94,75.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Poyferré 2014  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Poyferré
63215,France,"From a new winery that's bottle-aging its wines prior to release, this is a blend of 80% Grenache and 20% Syrah. Because the vineyards straddle multiple appellations, it carries a modest Vin de Pays de Vaucluse label, but this is serious stuff. It's dense and creamy in texture, with a long, velvety finish and flavors of chocolate, black olive and dark plum. Drink now–2020.",Abélard,93,100.0,Rhône Valley,Vin de Pays de Vaucluse,,Joe Czerwinski,@JoeCz,Chêne Bleu 2006 Abélard Red (Vin de Pays de Vaucluse),Rhône-style Red Blend,Chêne Bleu
102962,France,"This is less flamboyant than some Condrieus, but it still shows characteristic honeyed, floral notes. It's also one of the less expensive wines from the appellation and the most widely available. Apricot joins the party on the balanced palate and lingers through the finish. Drink now–2020.",,93,70.0,Rhône Valley,Condrieu,,Joe Czerwinski,@JoeCz,E. Guigal 2012  Condrieu,Viognier,E. Guigal
77370,France,Slight hints of riper stone fruit mingle with citrus and green-apple-focused flavors. This wine is fresh and carries some earthier notes of bruised apple peel that add interest and texture. The finish is dry and brisk.,Tradition,87,28.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Vincent Stoeffler 2014 Tradition Riesling (Alsace),Riesling,Domaine Vincent Stoeffler
63705,France,"This is a ripe, creamy wine with fresh currant and ripe peach fruits. It is lightly tangy, although its main strength is the refreshing fruitiness. Bright and crisp at the end, it is ready to drink.",,88,25.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Jean-Paul Picard 2014  Sancerre,Sauvignon Blanc,Domaine Jean-Paul Picard
74000,France,"Densely fruity wine, all sweetness and richness without too much weight. It does have power, a dark core, but it is the sweet balance that is so attractive. There is a layer of acidity as well, giving freshness to the final character of the wine.",,95,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Providence 2009  Pomerol,Bordeaux-style Red Blend,Château Providence
78978,France,"Light and textured, it's packed with lime and lemon flavors with a hint of sage. As dry as a bone, it's very much for food and is ready to drink.",,85,21.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Patrice Moreux 2012  Pouilly-Fumé,Sauvignon Blanc,Domaine Patrice Moreux
34116,France,"Utterly glowing notes of pear already point towards richness. Notes of smoke and nuttiness prevent them from appearing facile. The palate rings with the same fruity glow and introduces soft, pliable sweetness. Earthy elements echo here and there from the concentrated, focused palate. This certainly leaves a mark and finishes almost dry.",Spiegel Grand Cru,93,29.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaines Schlumberger 2011 Spiegel Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaines Schlumberger
40619,France,"There is a yeasty rounded freshness on the nose. The palate is also pervaded by pleasantly creamy fresh yeast notes. Again, this is about texture rather than power. This is made from one of the few vineyards of Chasselas, a rather neutral variety, that still exists in Alsace. It's a light-bodied wine made for the table and, dare I say it, for quenching thirst.",Vieilles Vignes,89,22.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Schoffit 2015 Vieilles Vignes Chasselas (Alsace),Chasselas,Domaine Schoffit
128681,France,"A Blanc de Blancs, from 100% Chardonnay, Deutz's top cuvée in its elegant long-necked bottle has been given enough bottle age from the vintage to bring out a whole raft of complex flavors that are structured finely but are also allowed to express their weight. There are almonds and quince, a texture that is rigorous, but also elegant.",Amour de Deutz Brut,95,,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 1999 Amour de Deutz Brut Chardonnay (Champagne),Chardonnay,Deutz
122935,France,"Full of ripe fruit, opulent and concentrated, this is a fabulous and impressive wine. It has a beautiful line of acidity balanced with ripe fruits. The wood aging is subtle, just a hint of smokiness and toast. This is one of those wines, from a great white wine vintage, that will age many years. Drink from 2024.",,100,848.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Haut-Brion 2014  Pessac-Léognan,Bordeaux-style White Blend,Château Haut-Brion
75488,France,"Smoky flavors give the fruit a firm feel, with the black currant juiciness somewhere in the background. The wine is dark and tannic, dense and austere.",,87,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Lafleur-Gazin 2010  Pomerol,Bordeaux-style Red Blend,Château Lafleur-Gazin
69525,France,"Warm and rounded, this spicy wine has wood flavors just showing through the ripe fruit. It is already delicious, with rich blackberry flavors right up front, although its aging potential is evident with the concentrated, deep structure.",,94,85.0,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Brane-Cantenac 2009  Margaux,Bordeaux-style Red Blend,Château Brane-Cantenac
66320,France,"A bit muted and simple but easy to drink with a lightweight mouth and soft aromas and flavors of red plum, cherry and currant along with hints of spice on the finish.",Alexis,84,11.0,Languedoc-Roussillon,Minervois,,Lauren Buzzeo,@laurbuzz,Château Cabezac 2006 Alexis Red (Minervois),Red Blend,Château Cabezac
90569,France,"From vineyards at the top of slopes above the river Lot, this balanced wine moves easily between red cherry acidity and dark, young tannins. Still young, the tannic structure needs to mellow and will soften with time. Drink from 2018.",La Tour Chambert,88,16.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château de Chambert 2013 La Tour Chambert Malbec-Merlot (Cahors),Malbec-Merlot,Château de Chambert
30740,France,"A fruity, lemon-scented wine, this is attractively crisp, with the bright acidity of the vintage. Drinkable now, or age for a year.",,85,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Roux Père et Fils 2010  Bourgogne,Chardonnay,Roux Père et Fils
18934,France,"A dense, dark-colored wine, this reveals the full power of Tannat's tannins. It also has tarry black-fruit and licorice flavors, with a foursquare chunky character. It's drinkable now, but it will be less stark in 4–5 years.",Odé d'Aydie,91,22.0,Southwest France,Madiran,,Roger Voss,@vossroger,Château d'Aydie 2009 Odé d'Aydie Tannat (Madiran),Tannat,Château d'Aydie
110640,France,"While there are plenty of firm tannins and weight here, the wine does feel somewhat hollow. The red fruits are there, showing slowly against the tannins. It has fine final acidity, but not the power and concentration you should expect.",,88,100.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Manuel Olivier 2008  Clos de Vougeot,Pinot Noir,Manuel Olivier
96679,France,"A smooth and soft wine this is fruity, fresh and forward in style. Red-cherry flavor and gentle acidity dominate on the palate. It's rounded and ready to drink now. Finshes with a hint of sweetness.",Rosé de Saignée Brut,87,37.0,Champagne,Champagne,,Roger Voss,@vossroger,Vollereaux NV Rosé de Saignée Brut Pinot Noir (Champagne),Pinot Noir,Vollereaux
94370,France,"This generously structured wine is rich in tannins and fine, ripe black fruit. Its structure and juicy acidity will allow it to age well. Drink from 2020.",,90,16.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Ricaud 2015  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Ricaud
101281,France,"Dominated by crisply herbal Colombard, this is a light and fruity wine typical of the Gascony region. With citrus, red currant and orange-zest flavors, it is bright, breezy and ready to drink immediately.",Les Pierres Blanches,86,11.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine Guillaman 2016 Les Pierres Blanches White (Côtes de Gascogne),White Blend,Domaine Guillaman
109398,France,"Made in a traditional style with no evident new oak, leathery, meaty notes balance dusty earth and sour plums on the nose, while the palate is full, round and richly textured. Finishes with dark, savory notes of coffee and black olives. Drink now–2017.",La Cigalette Grenache-Syrah-Mourvèdre-Carignan Cairanne,89,17.0,Rhône Valley,Côtes du Rhône Villages,,Joe Czerwinski,@JoeCz,Domaine de Dionysos 2009 La Cigalette Grenache-Syrah-Mourvèdre-Carignan Cairanne Red (Côtes du Rhône Villages),Rhône-style Red Blend,Domaine de Dionysos
19614,France,"From old Cabernet vines, this rich and full-bodied wine was made from a magnificent vintage. It has rich, ripe and powerful fruits that burst with energy and structure. It was bottled without added sulfur.",Cuvée le Clos,90,,Southwest France,Côtes de Bergerac,,Roger Voss,@vossroger,Clos des Terrasses 2009 Cuvée le Clos Red (Côtes de Bergerac),Bordeaux-style Red Blend,Clos des Terrasses
1352,France,"Spicy, creamy new-wood aromas introduce a wine that is heavily dominated by woody tannins. The wine is very dry, its fruit a mere whisper in the background. Give this five years and the fruit may come forward, though that's not a guarantee.",,86,,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château du Moulin Rouge 2010  Haut-Médoc,Bordeaux-style Red Blend,Château du Moulin Rouge
112288,France,"Soft, ripe and fruity, this wine is ready to drink. Light tannins shape up the cherry fruits and attractive acidity that cuts right through to the end.",Ancienne Gourmand,85,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Vignerons de Bel Air 2013 Ancienne Gourmand  (Beaujolais-Villages),Gamay,Vignerons de Bel Air
71543,France,"This pours an extremely pale-pink color, with dainty aromas of white cranberry, cherry and orange blossom in the bouquet. The lightweight palate is bright and lively, with good verve and tart berry and citrus flavors that finish quick yet clean. Drink now.",Le Village Pinot Noir,87,19.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Domaine de la Métairie d'Alon 2016 Le Village Pinot Noir Rosé (Pays d'Oc),Rosé,Domaine de la Métairie d'Alon
126650,France,"A juicy, fruity, soft wine, it has a gentle tannic character. Red berry flavors, soft acidity and fresh texture combine to give a light wine that will be ready to drink soon. Drink from 2015.",,85,24.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château du Taillan 2011  Haut-Médoc,Bordeaux-style Red Blend,Château du Taillan
27862,France,"Named after the grandfather (Aïeul in the local patois) of the current owner, the wine is concentrated and powerful. It is rich wine with a smooth character that belies the dense tannins behind it. Blackberry fruit and tight acidity give this wine aging potential. Drink from 2020.",Cuvée Réservée de l'Aïeul,92,55.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Eugénie 2014 Cuvée Réservée de l'Aïeul Malbec-Tannat (Cahors),Malbec-Tannat,Château Eugénie
68625,France,"Production from 41 acres of land donated over more than a century to the Hospices of Lyon produces an attractive and aromatic wine. It is full of light, juicy fruit and fresh red cherries. Drink this refreshing wine now.",,85,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine des Hospices Civils de Lyon 2014  Beaujolais-Villages,Gamay,Domaine des Hospices Civils de Lyon
107206,France,Perfumed spice aromas give this wine its toasty character. The wood aging dominates the fruit. The fruit is ripe and will develop. Give this wine until 2024.,Clos de l'Ecu Premier Cru,89,77.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Faiveley 2015 Clos de l'Ecu Premier Cru  (Beaune),Pinot Noir,Domaine Faiveley
28069,France,"An intense, rounded wine, with fresh pear and apple flavors that offer freshness but also richness. Dry, but gives a softer side of Chenin, attractive now, but worth aging for 2–3 years.",Sec,88,16.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2006 Sec  (Vouvray),Chenin Blanc,Château Moncontour
89595,France,"This predominately Duras wine is fresh and fruity with an attractive depth of smoky tannins and structure. It is rich enough to age although its red currant fruitiness is delicious and juicy now. Drink now, or age until 2018.",Cuvée des Drilles,87,15.0,Southwest France,Gaillac,,Roger Voss,@vossroger,Domaine d'Escausses 2014 Cuvée des Drilles Red (Gaillac),Red Blend,Domaine d'Escausses
83432,France,"This is an impressive wine—powerful, ripe and packed with black berry fruits and dark tannins. A steely, acid character gives the wine tension as well as structure. The end brings freshness to this solid 100% Négrette wine. Drink from 2016.",Si Noire,90,25.0,Southwest France,Fronton,,Roger Voss,@vossroger,Château Flotis 2010 Si Noire Negrette (Fronton),Negrette,Château Flotis
127848,France,"Smooth and fruity, it's full of citrus and ripe pear fruit. Structured and quite tangy, it has potential to improve through late 2014.",Clos de la Crochette,87,35.0,Burgundy,Mâcon-Chardonnay,,Roger Voss,@vossroger,Les Héritiers du Comte Lafon 2012 Clos de la Crochette  (Mâcon-Chardonnay),Chardonnay,Les Héritiers du Comte Lafon
29423,France,"A ripe and spicy wine, this is structured with black-currant fruits and lively acidity. It is still very young: its exuberant fruitiness likely to calm as it matures. Give this ripe wine until 2019.",Cuvée Caractères,88,13.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut le Valette 2015 Cuvée Caractères  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Haut le Valette
41456,France,"Bright red berry and cherry fruits are well up front in this wine that has crisp acidity as well as a more rounded background that will develop well. Juicy and fruity, the wine will be ready to drink from 2018.",,86,38.0,Burgundy,Chorey-lès-Beaune,,Roger Voss,@vossroger,Domaine Laleure-Piot 2014  Chorey-lès-Beaune,Pinot Noir,Domaine Laleure-Piot
8857,France,"Still dry and concentrated and with swathes of rich tannins, the wine is dark and dense. The undertow of ripe black fruit is impressive. It obviously has considerable aging potential, Drink this serious wine from 2025.",,95,50.0,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Giscours 2014  Margaux,Bordeaux-style Red Blend,Château Giscours
11198,France,"Power and concentration exude from this wine. Very structured, very firm, it has solid tannins backed up by powerful black, juicy fruits. Blackberry flavors are still developing in this seriously ageworthy wine. Drink from 2020.",,95,200.0,Burgundy,Latricières-Chambertin,,Roger Voss,@vossroger,Alex Gambal 2011  Latricières-Chambertin,Pinot Noir,Alex Gambal
54392,France,"This is a taut wine, touched by yeast and warmed by ripe yellow fruit. Flavors of melon and spice from the new wood give it an open feel. It's ripe, already rounded and full bodied.",Les Folatières Premier Cru,92,90.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Louis Latour 2010 Les Folatières Premier Cru  (Puligny-Montrachet),Chardonnay,Louis Latour
70701,France,"The vineyards of this estate take their name from their hillside (Puy) position. The wine is still very young with its generous black fruits and acidity still bubbling with energy. With tannins in the background, it will be a wine that develops relatively quickly, certainly ready to drink by 2019.",,87,20.0,Bordeaux,Montagne-Saint-Émilion,,Roger Voss,@vossroger,Château Puy Rigaud 2015  Montagne-Saint-Émilion,Merlot,Château Puy Rigaud
30306,France,"This delicious, fruity wine is full of acidity and crisp fruit. Light, bright and dominated by green and citrus fruits, it is ready to drink now.",,85,11.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Vircoulon 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Vircoulon
74545,France,"In contrast to many of the other wines, this one starts off tight, with only faint lime and mineral notes on the nose. But it blossoms with air, stubbornly yielding up taut citrus flavors that flow over the palate with an almost gritty, powdered-rock texture.",Chateau De Blagny Premier Cru,89,40.0,Burgundy,Meursault,,,,Louis Latour 2000 Chateau De Blagny Premier Cru  (Meursault),Chardonnay,Louis Latour
98046,France,A rich style of rosé that has some wood aging and a full-bodied texture. Strawberry fruit flavors dominate. Drink now.,,87,35.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Brown 2012 Rosé (Bordeaux Rosé),Rosé,Château Brown
56726,France,"A crisp, fresh and creamy wine, it has grapefruit acidity and a firm sense of mineral structure. The wine is developing well, but to bring out its balance between fruit and texture, it needs until 2015 in bottle.",Cuvée Jean-Marie Berthier,89,26.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Vignobles Berthier 2012 Cuvée Jean-Marie Berthier  (Pouilly-Fumé),Sauvignon Blanc,Vignobles Berthier
43314,France,"This crisp wine hs a light prickle and creamy apple and pear flavors. Still young, it needs to develop its rounder texture and open, warm nature. Hold this attractive wine until early 2016.",Anna,87,17.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Terre de Mistral 2014 Anna White (Côtes de Provence),Provence white blend,Domaine Terre de Mistral
63507,France,"Full and rounded, this warm rosé has some weight. A food-friendly selection, it has a dry, tangy character, textured red-currant flavor and tight final acidity.",Grains de Béarn,85,14.0,Southwest France,Béarn,,Roger Voss,@vossroger,Cave de Gan 2012 Grains de Béarn Rosé (Béarn),Rosé,Cave de Gan
27253,France,"With its spice and wood flavors, this wine is rich and deliciously concentrated. It has a bold yellow fruit and spice character that is warm and rounded. The wine is ready to drink.",Le Bourg,90,31.0,Burgundy,Pouilly-Loché,,Roger Voss,@vossroger,Marcel Couturier 2015 Le Bourg  (Pouilly-Loché),Chardonnay,Marcel Couturier
60074,France,"This is a ripe wine, shot through with acidity but also with softer pear and ripe apple flavors. It is tangy, made to be drunk young and fruity with a bright, celebratory aftertaste.",La Petite Marquise Brut,86,20.0,Loire Valley,Crémant de Loire,,Roger Voss,@vossroger,Cave de Saumur NV La Petite Marquise Brut Sparkling (Crémant de Loire),Sparkling Blend,Cave de Saumur
51399,France,"Black currant fruit lends the nose a fruity aroma. The flavors are reflected in the soft, dry tannins, stalky fruit, black fruit acidity and smoky finish.",,85,,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Les Caves Joseph 2010  Bordeaux,Bordeaux-style Red Blend,Les Caves Joseph
61856,France,"This wine is ripe with attractive blackberry fruits and jammy acidity. The tannins play a fine supporting role, allowing the fruits to develop a warm, rich character. The wine could age, so drink from 2016. The Le Grix de la Salle family's sons have worked in Napa Valley, New Zealand and Spain before making wine at home. The château is a historical monument.",Grand Réserve,87,36.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Chateau le Grand Verdus 2013 Grand Réserve  (Bordeaux Supérieur),Bordeaux-style Red Blend,Chateau le Grand Verdus
22746,France,"Bulky, chunky lemony aromas come with a touch of green hay, or is it alfalfa? The mouth is entirely grapefruit and orange, making it citrus all the way. A stony, gravelly quality to the finish could be interpreted as mineral. The weight is on the heavy side, which costs the wine some style points.",Pouilly-Fumé,84,20.0,Loire Valley,Pouilly-Fumé,,,,Domaine Denis Gaudry 2000 Pouilly-Fumé  (Pouilly-Fumé),White Blend,Domaine Denis Gaudry
120048,France,"A blend of Cabernet, Merlot and Syrah, this is a powerful red for the Gascony region. Ripe berry fruits and layers of firm tannins gain extra richness from the wood-aging flavors and juicy acidity. It could age another year, so drink from 2016.",La Croix d'Arton,89,12.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine d'Arton 2011 La Croix d'Arton Red (Côtes de Gascogne),Red Blend,Domaine d'Arton
22913,France,"Vincent Couche has a specialty with very dry Champagne. This wine, with some bottle age, is rich, warm and generous, yet quite dry. A touch of toast adds complexity to ripe apple fruits.",Perle de Nacre Extra Brut,88,,Champagne,Champagne,,Roger Voss,@vossroger,Vincent Couche NV Perle de Nacre Extra Brut  (Champagne),Champagne Blend,Vincent Couche
49130,France,"Very light, this wine disappoints with a lack of power, of steely acidity. Instead it is soft, broad, a touch of green fruit, leaving a light, bright aftertaste.",,84,15.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Specht 2008 Riesling (Alsace),Riesling,Domaine Specht
121963,France,"Yes, it is spicy, but this is also an elegant wine, balancing its honeyed sweetness and tropical fruits with a stylish acidity and sophisticated perfume. Warm and round at the end, it is ready to drink.",Terroir,90,18.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Zinck 2011 Terroir Gewurztraminer (Alsace),Gewürztraminer,Domaine Zinck
61739,France,"The 12 months of wood aging has left its mark on this wine, giving it a spicy burnt character. That makes it tough and unlikely to broaden out. It will likely remain dry and firm.",Diamant Rouge,85,17.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Armandière 2011 Diamant Rouge Malbec (Cahors),Malbec,Château Armandière
45932,France,"This is a perfumed wine, and its new wood and violet aromas create equally pleasant flavors. The surface-level brilliance is followed by rich, dark tannins and a blackberry note.",Cuvee le Barry,90,20.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château La Mothe du Barry 2010 Cuvee le Barry  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château La Mothe du Barry
17844,France,"Blueberry fruit mingles with cinnamon-tinged oak spice on the nose and palate of this offering. There's even enough depth and complexity to make it more than a simple quaff, worthy of washing down simply roasted chicken perhaps.",Cuvée Prestige,86,18.0,Rhône Valley,Costières de Nîmes,,Joe Czerwinski,@JoeCz,Château d'Or et de Gueules 1998 Cuvée Prestige Red (Costières de Nîmes),Rhône-style Red Blend,Château d'Or et de Gueules
11655,France,"The onion-skin pink color sets the stage for an off-dry, just-sweet wine, that is crisp, yet soft and rounded. It has good weight, fresh raspberry flavor, and delicate sweetness, resulting in a wine that's crisp and textured.",D'Luscious Demi-Sec Rosé,87,59.0,Champagne,Champagne,,Roger Voss,@vossroger,Nicolas Feuillatte NV D'Luscious Demi-Sec Rosé  (Champagne),Champagne Blend,Nicolas Feuillatte
97409,France,"A ripe, still very young wine that has a rich, almost honeyed character while remaining bone dry and tightly textured. There is a mineral character to this wine that should disappear as it ages leaving the ripe pear and apple flavors and the elusive touch of honey. Drink from 2020.",Clos de la Marche,92,30.0,Loire Valley,Savennières,,Roger Voss,@vossroger,Domaine du Petit Métris 2014 Clos de la Marche  (Savennières),Chenin Blanc,Domaine du Petit Métris
48041,France,"A fruity wine—this is full of strawberry flavor, with enough acidity and soft, warm tannins to give it shape. While it can age, it is ready to drink now.",Domaine de la Créa Sous Roche,87,,Burgundy,Saint-Romain,,Roger Voss,@vossroger,Louis Max 2009 Domaine de la Créa Sous Roche  (Saint-Romain),Pinot Noir,Louis Max
27885,France,"This big, ripe, fruity wine balances its fruit with a core of firm tannins. It's dense, with a dusty texture, a sweet blackberry-jam flavor and final acidity.",Domaine Jean Descombes,89,,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2011 Domaine Jean Descombes  (Morgon),Gamay,Georges Duboeuf
12377,France,"Fruity and crisp, this is an attractive lemon and pear-flavored wine from certified organic vineyards. With fresh, balanced acidity and a creamy texture, this 60% Sauvignon and 40% Sémillon blend is ready to drink.",,85,16.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de la Vieille Tour 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château de la Vieille Tour
33301,France,"The highly aromatic nose is vaguely suggestive of cotton candy, but the flavors are dry and precise, offering hints of white chocolate and white peach and ending on a citrusy note.",Parallèle 45,85,15.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Paul Jaboulet Aîné 2007 Parallèle 45 Rosé (Côtes du Rhône),Rosé,Paul Jaboulet Aîné
127682,France,"Ripe and juicy, this shows red fruits and soft, broad tannins. The fruity concentration gives it a generous feel. Keep for 2–3 years, or drink sooner.",,87,12.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Lamothe-Vincent 2010  Bordeaux,Bordeaux-style Red Blend,Château Lamothe-Vincent
92992,France,"Brilliant golden color promises richness. The nose obliges with a seamless scent of apples: fresh and ripe, baked and mellow. The palate shows soaring freshness, but countless notions swirl on the dry palate of this traditional field blend: citrus and apple, pear and blossom. There is so much fruit, so much expression, this is pure exuberance, but in a rather grown-up way. A very apt expression of both the freshness and the richness of Alsace.",Alsace,93,24.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Marcel Deiss 2015 Alsace White (Alsace),Alsace white blend,Domaine Marcel Deiss
44702,France,"Smoke, chocolate, toffee, spice and caramel. It's ripe, very open, full-bodied, with a rich Merlot character.",Fugue de Nenin,89,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Nenin 2008 Fugue de Nenin  (Pomerol),Bordeaux-style Red Blend,Château Nenin
5619,France,"New wood overwhelms the aromas, and it also dominates the palate of this wine. It just keeps on the right side of drinkability because the spice merges into pear flavors to give an intriguing nutmeg character, while the aftertaste offers freshness. The wine needs at least a year to blend together.",Les Brulés,90,58.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château de Fuissé 2006 Les Brulés  (Pouilly-Fuissé),Chardonnay,Château de Fuissé
17545,France,"This is a light, dancing wine, crisp and full of fruit. It has a fragrant, refreshing red currant and raspberry flavor with tight, lively acidity. Drink this crisp, fruity wine now.",,86,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Thulon 2014 Rosé (Beaujolais-Villages),Rosé,Domaine de Thulon
111200,France,"Firm and dry, it's packed with as much tannin as fruit. It has a dark, structured character that's shot through with mint and black currant flavors. The aftertaste is dense and solid. Drink from 2017.",,88,22.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Gauthier 2011  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Gauthier
1084,France,"The Meridian in the name is the zero-longitude Prime Meridian which passes through this vineyard. The wine, with its minty flavors from new-wood aging, is serious, concentrated and with an impressive structure. The dark firm character of this wine promises plenty more aging. Drink from 2020.",La Coulée du Méridien,94,120.0,Loire Valley,Saumur-Champigny,,Roger Voss,@vossroger,Château de Parnay 2014 La Coulée du Méridien  (Saumur-Champigny),Cabernet Franc,Château de Parnay
12484,France,"Attractive and finely balanced, this has red cherry and strawberry flavors, which come wrapped in soft tannins and crisp acidity.",Les Griottes Rosé,86,16.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine du Vissoux 2011 Les Griottes Rosé Gamay (Beaujolais),Gamay,Domaine du Vissoux
16297,France,"The smoky aroma and toasty wood character smothers the fruit. It is a tough wine at this stage although it does hint at some of the 2012 juicy fruit flavors. Drink this firm, solid wine from 2018.",,87,20.0,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château la Haye 2012  Saint-Estèphe,Bordeaux-style Red Blend,Château la Haye
75302,France,"This perfumed, spicy wine has crisp red fruit and acidity. Light and with a soft aftertaste, it's attractive and ready to drink.",Syrah,84,10.0,France Other,Vin de France,,Roger Voss,@vossroger,Patriarche Père et Fils 2016 Syrah Rosé (Vin de France),Rosé,Patriarche Père et Fils
